"technologies_short_description_tech_grn_main_best_stuff_is_ourz"	""	"True"
"technologies_short_description_tech_dlc08_nor_marauders_07"	"Give a captive a sword and he becomes an expendable sparring partner."	"True"
"technologies_long_description_tech_lzd_1_1"	""	"True"
"technologies_onscreen_name_tech_lzd_7_2"	"Sequence of Weapon Crafting"	"True"
"technologies_long_description_tech_dlc09_tmb_extra_army_5"	""	"True"
"technologies_short_description_tech_cst_piracy_09"	"Fighting the forces of Ruin effectively requires a harder material, and one better at absorbing anti-Chaos spells than Nuln-forged steel."	"True"
"technologies_long_description_tech_dlc08_nor_marauders_03"	"A warrior is only as good as his blade. The metal is heated and hammered and tempered by skilled craftsmen to form swords that slash bellies open like wineskins and axes that hack limbs from bodies with a single blow. For the bloodthirsty warriors of the north a blade exists to spill blood to honour the Dark Gods, and those unspeakably alien deities accept no excuses when it comes to killing in their names. Only the strongest hammer, solid and even-hitting each time it strikes the malleable metal, forges blades fit for Marauders whose greatest joy is the destruction of their enemies."	"True"
"technologies_short_description_tech_def_3_2_3"	"An even more vicious breed of Cold Ones is now being born in captivity, raised on a strict diet of live flesh and warm blood."	"True"
"technologies_long_description_tech_dlc09_tmb_dynasty_3"	""	"True"
"technologies_long_description_tech_dlc07_brt_chivalry_beastmen_1"	"As the sacred woodland of Athel Loren is outside Bretonnia’s official boundaries, there are no Wood Elves living within its forests. Unfortunately, this means that Beastmen, the hideous Children of Chaos, infest the glades and copses with their fell rituals and darker appetites. Ever since the Great Battles of Bretonnian history, when the dreaded brayherds swept across the land in a stampede of destruction, joining with the foul, rampaging Greenskins to compound the misery of the local people. Some say that they may even exist in far greater numbers than previously thought, but no one is really prepared to venture into the woods to find out!"	"True"
"technologies_long_description_tech_def_0_3_3"	""	"True"
"technologies_short_description_tech_dlc05_2_nethu"	"The secrets of the Underworld are forbidden to those of the mortal realm. Nethu guards the pathways between them."	"True"
"technologies_long_description_tech_hef_3_04"	""	"True"
"technologies_long_description_tech_cst_piracy_07"	""	"True"
"technologies_onscreen_name_tech_dlc13_emp_academia_2_a"	"Guildmaster Professors"	"True"
"technologies_long_description_tech_dlc13_emp_academia_2_b"	""	"True"
"technologies_onscreen_name_tech_skv_8_4"	"Rule Through Fear"	"True"
"technologies_short_description_tech_dlc08_nor_nw_04"	"The only fit fate for these preening, foppish beanpoles is to be cut, cleaved and butchered."	"True"
"technologies_long_description_tech_lzd_7_3"	""	"True"
"technologies_short_description_tech_dlc13_emp_missile_1_a"	"Fixing arms atop mounts and rides does away with the need to dismount and set up prior to firing, in turn reducing vulnerability and increasing efficiency."	"True"
"technologies_long_description_tech_dlc07_brt_economy_farm_hoods"	""	"True"
"technologies_long_description_tech_vmp_blood_09A"	"All Vampires were once men, with hopes, dreams and families of their own. Though the Blood Kiss has turned them into twisted monsters, few can forget their past, mortal lives. Clinging to their old heraldic symbols, each one is clad in fine silk befitting of a lord or lady, and bestows titles of nobility upon their underlings. Although their ancestral castles crumble, each still boasts an opulent throne room from which the Midnight Aristocracy holds court."	"True"
"technologies_long_description_tech_lzd_4_4"	""	"True"
"technologies_onscreen_name_tech_def_0_2_2"	"Naval Training"	"True"
"technologies_long_description_tech_dlc07_brt_heraldry_artois"	"The forested realm of Artois has notable significance in Bretonnia’s history – it was the location of the first Gathering of the Companions, where the fourteen newly-united dukedoms were first legitimised. Emblazoned on the Heraldry of Artois is the head of the monstrous boar Morthanok, symbol of Lord Folgar, the first Duke of Artois. A renowned hunter and lancer, Folgar's skills made him an invaluable Companion Knight who fought in several Great Battles alongside Gilles le Breton. Morthanok’s image is a reminder of the inaugural feast of the Companions, for which Folgar hunted down and slew the dangerous beast."	"True"
"technologies_long_description_tech_def_0_2_0"	""	"True"
"technologies_onscreen_name_tech_dwf_civ_1_0"	"Dwarf Treasuries"	"True"
"technologies_long_description_tech_dlc13_lzd_units_3"	""	"True"
"technologies_long_description_tech_dwf_civ_6_4"	"The iterant Runepriests are the keepers of the Ancestor Gods' bloodlines. They are able to recite the names of every generation going all the way back to the Ancestor Gods themselves. This is sacred knowledge, and powerful wisdom to boot, as from it comes the Protection of Valaya. However, like their kin, the Runesmiths, Runepriests can go years without finding a worthy apprentice, and some die without passing on their holy lore."	"True"
"technologies_short_description_tech_skv_6_1"	"A wise warlord stockpiles ammunition long before it is needed."	"True"
"technologies_onscreen_name_tech_dlc05_2_hekarti"	"Hekarti, Mistress of Magic"	"True"
"technologies_short_description_tech_grn_main_1_1"	"Some gobbos are blessed by the Green Godz to create "worky bitz"."	"True"
"technologies_short_description_tech_grn_extra_2_3"	""Shuddup, da lot of ya! Or da Boss'll have ya!""	"True"
"technologies_long_description_tech_dlc09_tmb_faction_target_4"	""	"True"
"technologies_long_description_tech_dlc03_bst_blood_grounds"	"Beastmen are oft creatures of habit, ranging territory familiar to them. However, when the opportunity to hunt fresh blood-grounds comes (perhaps the Bray-Shamans have negotiated with rival tribes or a previous threat has been neutralised) then the Gors will rejoice, for there is no greater joy than hunting in strange lands with fresh scents, new lairs, and greater prey!"	"True"
"technologies_long_description_tech_dlc14_skv_3_0_eshin"	""	"True"
"technologies_onscreen_name_tech_emp_worship_3"	"Ecclesial Writ"	"True"
"technologies_long_description_tech_emp_forges_1"	"With Bretonnia the exception - as they see black powder as unchivalrous - the other nations look enviously upon the Empire and their ability to deploy massed handgunners on the battlefield. The secret of black powder is still one only shared between the Empire and the Dwarfs, and - despite diplomatic and espionage by the likes of Estalia - the formulation and the ability to mass-produce ammunition remains with Sigmar's people."	"True"
"technologies_short_description_tech_lzd_2_1"	"Research the following items to advance the Lizardmen's Great Plan even further."	"True"
"technologies_long_description_tech_chs_branch_5_2"	"Daemonic Armour is forged within the Realm of Chaos and imbued with Daemon essence. Runes of a Daemon's name are inscribed, binding the magical creature to it and heightening the protective qualities of the plate. The cost - for there is always a cost - is the slow consumption of the bearer's soul."	"True"
"technologies_short_description_tech_hef_4_05"	"Having a surplus of the finest building materials says something about a society's inherent wealth."	"True"
"technologies_onscreen_name_tech_cst_piracy_02"	"Percussion Caps"	"True"
"technologies_onscreen_name_tech_cst_vampiric_07"	"Protection from the Elements"	"True"
"technologies_short_description_tech_skv_5_1"	"A little more nightshade, a little less mandrake… good-perfect, Lizard-things won't stand a chance, yes-yes!"	"True"
"technologies_onscreen_name_tech_dlc03_bst_fell_rituals"	"Fell Rituals"	"True"
"technologies_long_description_tech_cst_piracy_14"	""	"True"
"technologies_short_description_tech_dwf_civ_7_0"	"It is in the Guild halls where the ruling councils meet to discuss policy, tariffs, and to further their goals."	"True"
"technologies_short_description_tech_dlc09_tmb_faction_target_2"	"From the sands come steed and shadow - the desert stables open to the gallop of death!"	"True"
"technologies_long_description_tech_dlc14_skv_2_4_eshin"	""	"True"
"technologies_onscreen_name_tech_dlc07_brt_heraldry_start"	"The Chivalric Code"	"True"
"technologies_short_description_tech_grn_unlock_siegeengines"	"A wagon for keepin’ the Boss’ stuff in stops the more unscrupulous among da boyz from nickin’ it for themselves."	"True"
"technologies_onscreen_name_tech_dwf_civ_5_1"	"Prospecting"	"True"
"technologies_short_description_tech_emp_forges_4"	"Veteran Gunners are able to spot a target with unerring accuracy - they've probably survived the odd misfire too…"	"True"
"technologies_long_description_tech_vmp_binding_01"	""	"True"
"technologies_short_description_tech_lzd_4_3"	"The combination of magical dexterity and the Kroxigors' immense physical strength reduces construction times considerably."	"True"
"technologies_long_description_tech_lzd_1_6"	""	"True"
"technologies_long_description_tech_dlc03_bst_drunken_fury"	"It is always a bit of mystery from where some Beastmen, most notably, Centigors, get their grog or acidic wine. Mostly, it is stolen from more advanced races, but there are rumours of herds stumbling across fermenting fruit and honey and even given rudimentary instructions on how to turn such bounty into liquor by the Bray-Shamans. In any case, Beastmen are full of rage and violence."	"True"
"technologies_onscreen_name_tech_grn_main_shrug_it_off"	""	"True"
"technologies_onscreen_name_tech_vmp_bones_02"	"Raise Newly Dead"	"True"
"technologies_long_description_tech_hef_5_03"	""	"True"
"technologies_short_description_tech_dlc13_emp_diplomacy_1_b"	"Successful dealings with the lofty, aloof Asur takes a certain type of individual, if awkward diplomatic misunderstandings are to be avoided."	"True"
"technologies_short_description_tech_dlc07_brt_economy_other_2"	"Know your population, know the size of your army."	"True"
"technologies_onscreen_name_tech_grn_side_1_1_2"	"Betta Arrer 'Eads"	"True"
"technologies_onscreen_name_tech_lzd_5_3"	"Sequence of Exploitation"	"True"
"technologies_long_description_tech_hef_4_11"	""	"True"
"technologies_onscreen_name_tech_dlc14_skv_2_4_eshin"	"Quality & Quantity"	"True"
"technologies_onscreen_name_tech_dwf_mil_4_1"	"Call Upon Oaths of Old"	"True"
"technologies_long_description_tech_dlc09_tmb_campaign_bonus_2_3"	""	"True"
"technologies_short_description_tech_emp_smith_2"	"Although the cost falls to each individual soldier, it is expected that all will use standardised equipment."	"True"
"technologies_onscreen_name_tech_chs_branch_2_3"	"Culling of the Weak"	"True"
"technologies_long_description_tech_grn_main_nikkit_all"	""	"True"
"technologies_onscreen_name_tech_def_3_2_1"	"Bewitch Dragon Eggs"	"True"
"technologies_onscreen_name_tech_chs_branch_5_2"	"Daemonic Armour"	"True"
"technologies_short_description_tech_chs_branch_2_2"	"The names of the worthy, decided by violent duel."	"True"
"technologies_onscreen_name_tech_dwf_mil_5_0"	"Tales of Many Wars"	"True"
"technologies_long_description_tech_grn_main_extra_big_wheelz"	""	"True"
"technologies_long_description_tech_dlc13_emp_economy_2"	""	"True"
"technologies_long_description_tech_dlc09_tmb_necrotect_1"	""	"True"
"technologies_short_description_tech_dlc03_bst_defiled_honour"	"Who cares for man-filth honour\? Slaying and blood is all the Gods want, even if that is achieved from afar!"	"True"
"technologies_short_description_tech_dlc05_2_hekarti"	"The Dark Mistress of Magic, Hekarti, draws those who worship her to the darker side of magic."	"True"
"technologies_long_description_tech_dwf_civ_6_0"	"Even since men began fashioning their own metalwork, they have tried to copy Dawi methods using inferior materials. These things are inevitably shoddy works or 'Umgak', to use the Khazalid. To distinguish Dwarfen products made within the Karaz Ankor from manling reproductions, the Guilds have taken to attaching Guild tokens or 'Grims' to their work. Whether it's an ale cask or even Dwarf cut gems, a grim is a sign of quality."	"True"
"technologies_short_description_tech_def_3_1_0"	"Used to slaying their own kin at the first sign of fragility or compassion, Naggarothi armies constantly prune their own ranks."	"True"
"technologies_short_description_tech_dlc14_skv_8_0_eshin"	"Research the following items to advance the Skaven's vicious, uncompromising agenda to another level altogether."	"True"
"technologies_long_description_tech_dlc14_brt_prayer_of_fortitude"	""	"True"
"technologies_onscreen_name_tech_dlc07_brt_economy_other_fanaticism"	"Encourage Fanaticism"	"True"
"technologies_long_description_tech_skv_6_3"	""	"True"
"technologies_onscreen_name_tech_grn_main_fight_in_da_pitz"	""	"True"
"technologies_long_description_tech_dwf_mil_9_2"	"The Runepriests' numbers thin each year, as their numbers shrink further. Yet they are still a respected, if increasingly rare, sight in many Holds. When they arrive at a Dwarfhold they always visit the Shrine of Grimnir to give thanks to the Warrior God and grant his favour to any other Dawi present who wishes it."	"True"
"technologies_long_description_tech_def_0_0_0"	""	"True"
"technologies_short_description_tech_hef_1_10"	"As many eagles and phoenixes hail from these huge magical mountains, it makes sense to foster new recruits here as early as possible."	"True"
"technologies_onscreen_name_tech_lzd_7_3"	"Sequence of Massed Combat"	"True"
"technologies_short_description_tech_dlc13_emp_missile_1_b"	"The discovery of barrel-rifling led to increases in speed and accuracy. Both Dwarfs and men claim credit for this invention."	"True"
"technologies_long_description_tech_dlc13_emp_economy_1_b"	""	"True"
"technologies_onscreen_name_tech_dlc07_brt_economy_farm_1"	"Improved Agricultural Tools"	"True"
"technologies_short_description_tech_lzd_8_5"	"Slow-moving but deadly, the Living Bastions of Lustria's armies can be made even tougher by following the Old Ones' teachings."	"True"
"technologies_long_description_tech_dlc07_brt_heraldry_bordeleaux"	"Bordeleaux is a land peacefully split over religious matters. Those residing on the coastlines assert that the Lady’s domain ends where the water turns salt – where the domain of Manann begins. The tempestuous Sea God’s tri-forked symbol is a reminder of the bond he forged with the bloodline of the Bordelen dukes, during the Tenth Great Battle, against the sea-raiders from the North. Lord Marcus, the first Duke of Bordeleaux, was said to have fought alongside Manann himself that day, ending the battle by challenging and defeating the giant warrior in command of the Norscans that day."	"True"
"technologies_onscreen_name_tech_dlc13_lzd_campaign_10"	"Sequence of Mass Spawning"	"True"
"technologies_short_description_tech_dlc09_tmb_tomb_prince_2"	"Patronage of Queen Rasut of the Second Dynasty, exalter of the Priesthood."	"True"
"technologies_short_description_tech_dlc09_tmb_dynasty_3"	"The kingdom prospered further until Nagash's treacherous rise to power, although he was finally defeated by the united Priest Kings."	"True"
"technologies_short_description_tech_cst_command_02"	"Outstanding veterans, seasoned and with common cause and purpose, are invaluable to the seafaring adventurer."	"True"
"technologies_onscreen_name_tech_dlc05_2_the_rephallim"	"The Rephallim"	"True"
"technologies_onscreen_name_tech_grn_unlock_rocklobber"	"Bigga Goblin Rock Lobber"	"True"
"technologies_short_description_tech_dlc14_brt_righteous_strength"	"A Paladin's strength comes from a higher power which guides them forward to victory."	"True"
"technologies_onscreen_name_tech_grn_end_5_2"	"Bigga n' Betta Bosses"	"True"
"technologies_short_description_tech_cst_firearms_04"	"Leaving residue inside a cannon between battles is a sure-fire way of blowing yourselves up! A good maintenance schedule guards against this."	"True"
"technologies_long_description_tech_lzd_1_7"	""	"True"
"technologies_onscreen_name_tech_hef_2_01"	"Drummers"	"True"
"technologies_long_description_tech_dlc13_emp_academia_2"	""	"True"
"technologies_onscreen_name_tech_dwf_mil_7_2"	"Forge-Proven Armour"	"True"
"technologies_short_description_tech_grn_main_extra_big_wheelz"	""	"True"
"technologies_short_description_tech_vmp_binding_04"	"Using a litany from a language not spoken for generations, the speaker can bind malevolent spirits to his cause."	"True"
"technologies_long_description_tech_dwf_civ_3_3"	"The influence a High King has on the Holds waxes and wanes depending on the ruler in question. Thorgrim is very much a traditionalist in that he expects each Karak to pay tribute to Karaz-a-Karak, but otherwise lets them govern themselves. However, should a Hold join his call to arms in the Age of Reckoning, then all power to them! Therefore, in recognising their independence, Grudgebearer makes the Karaz Ankor all the more united."	"True"
"technologies_long_description_tech_dlc07_brt_economy_start"	"Bretonnian society looks down on progress, for such things may lead to ‘undesirable’ changes to the balance of power. This makes for a haphazard economy which does not stockpile goods when it would perhaps be sensible to do so. Generally, trade is what keeps the kingdom going, with nobles dealing with the merchant class when necessary in order to obtain the goods they need and trading wine and textiles in return. Of course, the village communities who do all of the actual production work do not benefit from this – diffusion of wealth being an alien concept in such a staunchly feudal society. Those landowners whose local industries may be suffering simply drive their peasants harder until the profits made are high enough to keep them in the manner to which they are accustomed – as is their noble birthright of course."	"True"
"technologies_short_description_tech_dlc13_lzd_campaign_9"	"Successfully completing this sequence will improve the chances of success of Nakai's Lizardmen Heroes' clandestine actions, whilst diminishing those of their foes."	"True"
"technologies_long_description_tech_def_1_3_3"	""	"True"
"technologies_short_description_tech_emp_stables_2"	"Selective breeding allows the Empire to have good supply of steeds, capable of carrying heavily-armoured Knights into battle."	"True"
"technologies_onscreen_name_tech_dwf_civ_3_1"	"Heavy Quernstones"	"True"
"technologies_short_description_tech_grn_end_1_3"	""We's gonna need a bigga loot cart…""	"True"
"technologies_onscreen_name_tech_dlc07_brt_economy_farm_4"	"Water Pumps"	"True"
"technologies_short_description_tech_vmp_bones_02a"	"To raise the ragged banners above the legions can be taxing, for they may have been enchanted by other sorcerers."	"True"
"technologies_onscreen_name_tech_lzd_5_6"	"Sequence of the Labourers"	"True"
"technologies_onscreen_name_tech_emp_port_1"	"Fishing Fleet"	"True"
"technologies_onscreen_name_tech_dwf_civ_2_2"	"Thane's Authority"	"True"
"technologies_short_description_tech_skv_5_3"	"To make the foe see, hear and smell something else entirely, and then exploit their confusion - that's war taken to the next level."	"True"
"technologies_onscreen_name_tech_dlc13_emp_economy_1_b"	"Clergy of Sigmar"	"True"
"technologies_long_description_tech_grn_main_da_red_wuns_go_fasta"	""	"True"
"technologies_short_description_tech_grn_main_more_boys_more_fight"	""	"True"
"technologies_long_description_tech_grn_main_we_strong_join_uz"	""	"True"
"technologies_short_description_tech_dlc13_lzd_units_4"	"The Lizardmen train the savage reptiles of the Lustrian jungles to slay their enemies in battle; completion of this sequence will ensure they are even more brutal and aggressive in the fray."	"True"
"technologies_onscreen_name_tech_dlc12_brt_heraldry_oversea_tmb"	"Kings of the Desert Diplomacy"	"True"
"technologies_short_description_tech_chs_branch_3_4"	"Chaos Warriors have been touched by Chaos, gaining fighting abilities far beyond those of normal men."	"True"
"technologies_long_description_tech_dlc13_emp_academia_3"	""	"True"
"technologies_short_description_tech_grn_unlock_rocklobber"	"The Goblins steal ideas as much as anything else - they saw the deadly catapults of the Dwarfs and knew they needed a larger stone thrower of their own."	"True"
"technologies_onscreen_name_tech_lzd_7_6"	"Sequence of the Honoured Guardians"	"True"
"technologies_short_description_tech_dlc08_nor_other_16"	"Clogging up the land with soulless vessels, the Vampires and their necromantic allies are a scourge to be eradicated."	"True"
"technologies_onscreen_name_tech_skv_1_5"	"Scavenging Runs"	"True"
"technologies_onscreen_name_tech_def_2_0_0"	"Upgrade II"	"True"
"technologies_onscreen_name_tech_skv_1_6"	"Take Everything!"	"True"
"technologies_short_description_tech_dlc07_brt_economy_industry_start"	"Improve the process and the results look after themselves."	"True"
"technologies_long_description_tech_cst_firearms_09"	""	"True"
"technologies_short_description_tech_hef_4_01"	"Many herds of fine Elven steeds roam freely on Ulthuan's wide plains, but can be called to battle when needed."	"True"
"technologies_short_description_tech_grn_end_2_3"	""Love 'em equally, or else…""	"True"
"technologies_long_description_tech_dlc08_nor_other_19"	"The Greenskins are foul and base creatures, but they see the world in terms the northern tribes understand: for each, the only way of life is to fight until there are no more foes left to kill. The Orcs and Goblins have gathered some useful loot, which the men and Trolls of the north are happy to claim. And the Greenskins are creatures of magic; their magic energises the northern armies, helping them feed the vile appetites of the Dark Gods by bringing ever-greater slaughter. Waaagh!"	"True"
"technologies_short_description_tech_grn_main_we_ar_da_best"	""	"True"
"technologies_long_description_tech_def_2_2_2"	""	"True"
"technologies_long_description_tech_dlc03_bst_ancient_paths"	"The Beastmen have been traversing the deep forests for countless generations. And so the beast-paths have formed, deep ruts hidden in the undergrowth that even the huntsmen of the Empire would struggle to discover. Some beast-paths fall out of use, lost for generations, only to be discovered again by Ungor trackers many years later. These ancient ways are seen as a boon by the Bray-Shamans, their use encouraged to prevent such routes falling into ignorance once again."	"True"
"technologies_long_description_tech_dlc03_bst_man_cleavers"	"Large blades, scavenged from battlefields or stolen from the armouries of man, Dwarf and even Orc, are ideal for larger Gors and Minotaurs. These weapons are prized by the bulkier Beastmen, as a strike from one endowed with bestial muscles is often enough to slice right through the waist of an armoured man."	"True"
"technologies_short_description_tech_dlc12_brt_heraldry_oversea_tmb"	"Diplomacy with the grandiose, once-men Tomb Kings requires clever wordplay to leave them always with the sense that the agreed plan is theirs... regardless of one's true intentions."	"True"
"technologies_long_description_tech_lzd_5_6"	""	"True"
"technologies_onscreen_name_tech_skv_1_0"	"Ferocious Plans"	"True"
"technologies_long_description_tech_def_1_3_3_slaanesh"	""	"True"
"technologies_onscreen_name_tech_def_1_1_3"	"Reworked Crossbows"	"True"
"technologies_onscreen_name_tech_cst_admirals_02"	"Infamous Admiral"	"True"
"technologies_long_description_tech_grn_end_3_2"	"ph"	"True"
"technologies_long_description_tech_cst_command_01"	""	"True"
"technologies_onscreen_name_tech_lzd_1_2"	"Sequence of Skink Spawning"	"True"
"technologies_long_description_tech_dlc13_emp_missile_1_b"	""	"True"
"technologies_short_description_tech_grn_main_lets_fight_dem_dwarfs"	""	"True"
"technologies_long_description_tech_vmp_beasts_01"	""	"True"
"technologies_onscreen_name_tech_grn_start_2_3"	"Egg ‘Em On!"	"True"
"technologies_onscreen_name_tech_dlc13_lzd_vassal_2"	"Champions of the Horde"	"True"
"technologies_long_description_tech_emp_stables_5"	"Standards are key to a regiment's success on the battlefield. The bearer chosen to hold it aloft in battle knows they occupy an honoured position among their peers, for the rallying power of the standard can mean the difference between victory and defeat. Reiksguard are a different breed of warrior, brave and proficient in arms. Their standard bearers are of such calibre that the flag will be kept flying no matter who they face."	"True"
"technologies_long_description_tech_lzd_7_1"	""	"True"
"technologies_short_description_tech_skv_7_1"	"Those who display a willingness to betray their own, and just the right amount of vicious savagery, find themselves progressing within the Skaven hierarchy."	"True"
"technologies_long_description_tech_grn_end_3_1"	"ph"	"True"
"technologies_long_description_tech_dlc09_tmb_tomb_king_4"	""	"True"
"technologies_short_description_tech_dlc13_emp_machine_1_c"	"More barrels, more chances to knock enemy blocks clean off - it's simply a matter of arithmetic."	"True"
"technologies_onscreen_name_tech_lzd_8_6"	"Sequence of the Great Beast's Rampage"	"True"
"technologies_short_description_tech_dlc07_brt_heraldry_carcassonne"	"The sons of Carcassonne bear the symbol of the sword, the insignia of their warrior-culture."	"True"
"technologies_short_description_tech_hef_3_02"	"Both the song and the singer are crucial if Dragon and rider are to form a bond that lasts a lifetime."	"True"
"technologies_short_description_tech_dlc05_2_estreath"	"The Elves of Athel Loren know that each deity has a time and place."	"True"
"technologies_short_description_tech_dlc08_nor_nw_10"	"Deserts are for the dead, but the tomb-lurkers insist they live. Show them the truth."	"True"
"technologies_short_description_tech_hef_0_01"	"One of the most impressive, iconic sights of an Elven warhost is the wall of spears, perfectly arranged for maximum effect."	"True"
"technologies_long_description_tech_def_2_3_3"	""	"True"
"technologies_long_description_tech_dlc12_brt_heraldry_oversea_dwf"	""	"True"
"technologies_long_description_tech_dlc13_emp_missile_1"	""	"True"
"technologies_long_description_tech_skv_4_0"	""	"True"
"technologies_short_description_tech_dlc07_brt_economy_industry_steel"	"The designs of these mighty furnaces have been taken from Nuln, and are used to create hardened plate."	"True"
"technologies_onscreen_name_tech_dlc09_tmb_campaign_bonus_4_1"	"Pride in Service"	"True"
"technologies_short_description_tech_dlc13_emp_economy_2_a"	"This joint-stock enterprise, if the trade winds prevail, is bound to make both factors and shareholders filthy, stinking rich. Amen."	"True"
"technologies_onscreen_name_tech_def_1_1_1"	"Bolt Cartridges"	"True"
"technologies_onscreen_name_tech_dlc05_1_vaul"	"Vaul, the Maker"	"True"
"technologies_onscreen_name_tech_dlc09_tmb_extra_army_3"	"Herald of Mahrak"	"True"
