"ancillaries_colour_text_wh2_main_anc_follower_def_gravedigger"	"Nothing reinforces a Dark Elf's sense of superiority (and security) quite so much as knowing not only that his enemy has perished, but also where the body is buried."	"True"
"ancillaries_onscreen_name_wh2_main_anc_follower_lzd_astronomer"	"Astronomer"	"True"
"ancillaries_colour_text_wh2_main_anc_enchanted_item_ring_of_hukon"	"A ring of a wrathful god will make its bearer faster, and more aggressive in his outlook."	"True"
"ancillaries_colour_text_wh2_dlc09_anc_follower_tmb_priest_of_ptra"	"The acolytes of the Great Father wield his burning power in Ptra's name, their skin shining brilliantly in the white-hot desert sun."	"True"
"ancillaries_colour_text_wh_main_anc_weapon_giant_blade"	"A massive sword that is still surprisingly versatile to use in combat. Nevertheless, when it strikes it can cleave a foe in twain."	"True"
"ancillaries_onscreen_name_wh2_main_anc_enchanted_item_pipes_of_piebald"	"Pipes of Piebald"	"True"
"ancillaries_onscreen_name_wh_main_anc_mount_grn_wizard_orc_shaman_war_boar"	"War Boar"	"True"
"ancillaries_onscreen_name_wh2_dlc09_anc_armour_armour_shield_of_ptra"	"Shield of Ptra"	"True"
"ancillaries_colour_text_wh2_dlc15_anc_arcane_item_black_dragon_special"	"It seems this mysterious staff has not only survived Shackolot's scorching breath, but also absorbed some strange magic as a result."	"True"
"ancillaries_colour_text_wh_main_anc_mount_emp_bright_wizard_imperial_pegasus"	"Imperial Pegasi are found in Grey Mountains where Bretonnian and Empire hunters fight over capturing the foals."	"True"
"ancillaries_onscreen_name_wh2_dlc11_anc_follower_cst_sea_artist"	"Seascape Artist"	"True"
"ancillaries_colour_text_wh2_dlc11_anc_mount_cst_fleet_admiral_vampires_rotting_promethean"	"The unnatural speed and brutality of a reanimated Promethean makes it the ideal mount for any Undead, battle-mongering pirate."	"True"
"ancillaries_onscreen_name_wh_main_anc_mark_of_chaos_mark_of_tzeentch"	"Mark of Tzeentch"	"True"
"ancillaries_colour_text_wh_dlc08_anc_mount_nor_chieftain_marauder_chariot"	"Marauder mobs are awarded even greater mobility when riding their crude chariots of bone and wood, lashed together with the guts and sinew of the vanquished."	"True"
"ancillaries_colour_text_wh2_main_anc_follower_hef_wine_merchant"	""I want the finest wines available to the Asur! I want them here and I want them now!""	"True"
"ancillaries_colour_text_wh2_dlc11_anc_mount_emp_boris_todbringer_imperial_pegasus"	"Imperial Pegasi are found in Grey Mountains where Bretonnian and Empire hunters fight over capturing the foals."	"True"
"ancillaries_onscreen_name_wh2_dlc15_anc_mount_hef_archmage_fire_ilthilmar_chariot"	"Ithilmar Chariot"	"True"
"ancillaries_onscreen_name_wh_dlc08_anc_mount_nor_chieftain_norscan_warhorse"	"Norscan Warhorse"	"True"
"ancillaries_colour_text_wh2_main_anc_talisman_pearl_of_infinite_blackness"	""	"True"
"ancillaries_colour_text_wh2_dlc11_anc_follower_cst_drawn_chef"	""Actually, these garlic crabs aren't 'alf bad - pass the salt, Bernard.""	"True"
"ancillaries_onscreen_name_wh_main_anc_mount_chs_chaos_lord_chaos_steed"	"Chaos Steed"	"True"
"ancillaries_colour_text_wh2_dlc12_anc_mount_lzd_red_crested_skink_chief_ancient_stegadon"	"Amongst the largest and most ferocious of their race, the eldest Stegadons have thicker hide and larger horns than others of their kind."	"True"
"ancillaries_onscreen_name_wh2_dlc09_anc_armour_armour_armour_of_dawn"	"Armour of Dawn"	"True"
"ancillaries_onscreen_name_wh_dlc07_anc_mount_brt_green_knight_shadowsteed"	"Shadowsteed"	"True"
"ancillaries_onscreen_name_wh2_dlc10_dwf_anc_armour_old_guards_armour"	"Old Guard's Armour"	"True"
"ancillaries_colour_text_wh_main_anc_armour_glittering_scales"	""	"True"
"ancillaries_onscreen_name_wh_main_anc_mount_emp_karl_franz_barded_warhorse"	"Barded Warhorse"	"True"
"ancillaries_colour_text_wh2_dlc15_anc_weapon_fangsword_of_eltharion"	"This rune-encrusted longsword has been passed down through Eltharion’s family for generations, bestowing unto him the zeal of his forefathers."	"True"
"ancillaries_colour_text_wh2_dlc10_dwf_anc_weapon_gate_keepers_hammer"	"Anyone who wields such a hammer acquires a grim resolve to fight on, regardless of their wounds."	"True"
"ancillaries_onscreen_name_wh_dlc03_anc_mount_emp_amber_wizard_imperial_pegasus"	"Imperial Pegasus"	"True"
"ancillaries_colour_text_wh_dlc03_anc_arcane_item_jagged_dagger"	"A potent sacrificial tool that radiates the wrath of a thousand different offerings to the Dark Gods."	"True"
"ancillaries_onscreen_name_wh2_main_anc_follower_def_cultist"	"Pleasure Cultist"	"True"
"ancillaries_colour_text_wh_dlc01_anc_follower_chaos_darksoul"	"Said to have come from the ruins of Mordheim, Darksouls do not age and await the return of the Daemons that once possessed them."	"True"
"ancillaries_colour_text_wh2_main_anc_follower_def_musician_choirmaster"	""The adagio will, quite literally, tear your heart out…""	"True"
"ancillaries_onscreen_name_wh_dlc05_anc_mount_wef_spellsinger_life_elven_steed"	"Elven Steed"	"True"
"ancillaries_colour_text_wh2_dlc11_anc_magic_standard_boatswain"	""Right, you truly 'orrible lot - bring a spring upon 'her… now!!!""	"True"
"ancillaries_colour_text_wh2_dlc09_anc_weapon_golden_dagger"	"This deceptive little blade has some nasty uses that belie its ceremonial origins."	"True"
"ancillaries_onscreen_name_wh2_main_anc_weapon_burning_blade_of_chotec"	"Burning Blade of Chotec"	"True"
"ancillaries_onscreen_name_wh2_main_anc_follower_lzd_librarian"	"Sacred Plaque Librarian"	"True"
"ancillaries_onscreen_name_wh2_main_anc_enchanted_item_enchanted_spyglass"	"Enchanted Spyglass"	"True"
"ancillaries_onscreen_name_wh_dlc05_anc_magic_standard_the_banner_of_the_eternal_queen"	"The Banner of the Eternal Queen"	"True"
"ancillaries_colour_text_wh_dlc06_anc_weapon_the_hammer_of_angrund"	"Soaked in centuries of Greenskin blood, the Ironhammer has been handed down to every rightful Angrund ruler of the Eight Peaks."	"True"
"ancillaries_colour_text_wh_main_anc_magic_standard_banner_of_rage"	""	"True"
"ancillaries_onscreen_name_wh_dlc03_anc_magic_standard_totem_of_rust"	"Totem of Rust"	"True"
"ancillaries_colour_text_wh2_main_anc_magic_standard_banner_of_ellyrion"	"This small pennant of Korhandir, the father of all horses, imbues steeds with tireless energy to traverse the densest terrain."	"True"
"ancillaries_colour_text_wh2_main_anc_armour_helm_of_the_kraken"	""	"True"
"ancillaries_onscreen_name_wh_dlc07_anc_mount_brt_alberic_royal_hipppogryph"	"Tempete"	"True"
"ancillaries_onscreen_name_wh_main_anc_weapon_the_sword_of_couronne"	"The Sword of Couronne"	"True"
"ancillaries_onscreen_name_wh2_dlc10_dwf_anc_enchanted_item_old_guards_keg"	"Old Guard's Keg"	"True"
"ancillaries_colour_text_wh_main_anc_follower_undead_warlock"	"Warlocks are those that practise the dark arts away from the overseers in the Colleges of Magic. They are the prey of Witch Hunters and more…"	"True"
"ancillaries_onscreen_name_wh_main_anc_follower_all_men_rogue"	"Rogue"	"True"
"ancillaries_onscreen_name_wh2_main_anc_weapon_blade_of_nurglitch"	"Blade of Nurglitch"	"True"
"ancillaries_colour_text_wh2_dlc09_anc_weapon_spear_of_pakth"	"This spear imbues the bearer with the Sky-God's decisiveness when dispensing swift, brutal justice without haste."	"True"
"ancillaries_onscreen_name_wh2_dlc14_anc_mount_brt_repanse_barded_warhorse"	"Suleman"	"True"
"ancillaries_onscreen_name_wh2_main_anc_armour_armour_of_caledor"	"Dragonscale Mail"	"True"
"ancillaries_colour_text_wh2_dlc11_anc_follower_cst_sartosa_navigator"	"Someone with lifelong, intimate knowledge of the seas and coasts, and a little artistic flair, can prove most useful."	"True"
"ancillaries_onscreen_name_wh_main_anc_weapon_sword_of_swift_slaying"	"Sword of Swift Slaying"	"True"
"ancillaries_onscreen_name_wh2_dlc13_anc_armour_obsinite_plate"	"Obsinite Plate"	"True"
"ancillaries_onscreen_name_wh_main_anc_enchanted_item_cloak_of_molten_metal"	"Cloak of Molten Metal"	"True"
"ancillaries_onscreen_name_wh2_dlc13_anc_enchanted_item_golden_tributes"	"Golden Tributes"	"True"
"ancillaries_onscreen_name_wh_main_anc_weapon_the_mace_of_helsturm"	"The Mace of Helsturm"	"True"
"ancillaries_colour_text_wh_main_anc_mount_grn_goblin_great_shaman_giant_wolf"	"The larger wolves are bred by gobbos to pull their ramshackle chariots and be mounts for their cruel Bosses and nasty Shamans."	"True"
"ancillaries_onscreen_name_wh_main_anc_follower_dwarfs_jewelsmith"	"Jewelsmith"	"True"
"ancillaries_colour_text_wh2_main_anc_mount_def_malekith_cold_one_chariot"	"Magnificent chariots, gifted to those who have impressed with their devotion, bravery and prowess in battle."	"True"
"ancillaries_onscreen_name_wh2_main_anc_magic_standard_huanchis_blessed_totem"	"Huanchi's Blessed Totem"	"True"
"ancillaries_colour_text_wh_main_anc_armour_the_armour_of_skaldour"	"Protected by powerful runes, the Armour of Skaldour has turned countless blades away from the High King in both battle and during assassination attempts."	"True"
"ancillaries_colour_text_wh2_dlc10_dwf_anc_armour_gate_keepers_helm"	"The Gatekeepers are rightly seen as living bastions; those that wear this helm are talismans of sanctuary."	"True"
"ancillaries_colour_text_wh2_main_anc_weapon_crimson_death"	"This halberd was carried by Lord Khalak of Ghrond, the first Captain of the Black Guard. It has been passed down to every successor since."	"True"
"ancillaries_onscreen_name_wh_dlc08_anc_follower_whalers"	"Whalers"	"True"
"ancillaries_colour_text_wh_dlc07_anc_mount_brt_prophetess_life_brettonian_warhorse"	"The finest horses in the Old World, bred for their endurance and fiery temperament."	"True"
"ancillaries_onscreen_name_wh2_dlc09_anc_enchanted_item_lucky_skullhelm"	"Lucky Skullhelm"	"True"
"ancillaries_colour_text_wh2_main_anc_enchanted_item_rubric_of_dark_dimensions"	""	"True"
"ancillaries_colour_text_wh_main_anc_enchanted_item_the_other_tricksters_shard"	""	"True"
"ancillaries_colour_text_wh_main_anc_magic_standard_scarecrow_banner"	""	"True"
"ancillaries_colour_text_wh2_dlc14_anc_banner_rene_de_cartes"	"The Banner of Rene de Cartes empowers our spearmen, giving them the strength to hold fast in battle, no matter the danger."	"True"
"ancillaries_colour_text_wh2_main_anc_follower_hef_dragon_armourer"	"His wares are forged at the volcano's molten heart, and enchanted to resist almost any blow."	"True"
"ancillaries_onscreen_name_wh2_dlc13_anc_armour_the_shield_of_aeons"	"The Shield of Aeons"	"True"
"ancillaries_colour_text_wh_dlc07_anc_talisman_siriennes_locket"	"When worn directly above the heart, this locket gifts the Damsel Sirienne’s suitors with the protection of the Lady."	"True"
